hr,workingday,temp,casual,registered,weathersit_2,weathersit_3,season_2,season_3,season_4
17,0,0.42,28,101,False,False,False,False,False
18,0,0.26,7,75,False,False,False,False,False
11,0,0.34,48,206,False,False,False,False,True
7,0,0.64,23,48,False,False,False,True,False
22,0,0.66,88,188,False,False,False,True,False
12,0,0.76,177,243,False,False,False,True,False
13,0,0.9,177,322,False,False,False,True,False
2,0,0.3,3,19,False,False,False,False,True
15,0,0.8,142,218,False,False,True,False,False
6,0,0.24,1,9,False,False,False,False,False
12,0,0.74,156,253,False,False,False,True,False
8,0,0.22,24,42,False,False,True,False,False
4,0,0.6,1,4,False,False,True,False,False
19,0,0.36,22,217,False,False,False,False,True
5,0,0.4,0,10,False,False,True,False,False
0,0,0.24,2,4,False,False,False,False,False
7,0,0.26,4,13,False,False,False,False,True
5,0,0.2,1,4,False,False,False,False,True
9,0,0.22,11,76,False,False,False,False,False
10,0,0.62,119,323,False,False,False,True,False
16,0,0.9,126,176,False,False,False,True,False
21,0,0.66,87,114,False,False,True,False,False
11,0,0.72,127,219,False,False,False,True,False
0,0,0.56,37,154,False,False,False,False,True
13,0,0.6,166,224,False,False,True,False,False
7,0,0.72,18,58,False,False,False,True,False
16,0,0.52,236,275,False,False,True,False,False
15,0,0.56,308,403,False,False,False,False,True
23,0,0.44,19,37,False,False,True,False,False
20,0,0.82,117,195,False,False,False,True,False
16,0,0.82,143,278,False,False,False,True,False
5,0,0.32,0,7,False,False,False,False,True
5,0,0.66,1,3,False,False,False,True,False
18,0,0.42,13,80,False,False,False,False,False
16,0,0.56,87,347,False,False,False,False,True
14,0,0.74,129,230,False,False,False,True,False
19,0,0.36,32,225,False,False,False,False,True
1,0,0.26,0,43,False,False,False,False,False
15,0,0.82,181,279,False,False,True,False,False
16,0,0.56,87,347,False,False,False,False,True
21,0,0.66,60,126,False,False,False,True,False
4,0,0.72,3,11,False,False,False,True,False
9,0,0.36,43,216,False,False,False,False,True
1,0,0.48,4,30,False,False,False,False,True
20,0,0.52,59,139,False,False,False,False,False
14,0,0.64,255,327,False,False,True,False,False
14,0,0.64,259,388,False,False,True,False,False
19,0,0.3,31,144,False,False,False,False,True
19,0,0.58,155,262,False,False,False,False,False
0,0,0.26,2,37,False,False,False,False,False
17,0,0.92,90,323,False,False,False,True,False
12,0,0.74,236,293,False,False,True,False,False
1,0,0.44,29,80,False,False,False,False,True
10,0,0.42,34,72,False,False,False,False,False
0,0,0.3,19,64,False,False,False,False,True
17,0,0.38,38,207,False,False,False,False,True
23,0,0.26,5,23,False,False,False,False,False
11,0,0.78,101,189,False,False,False,True,False
17,0,0.26,17,136,False,False,False,False,False
13,0,0.76,270,228,False,False,True,False,False
0,0,0.42,6,43,False,False,False,False,True
15,0,0.5,251,364,False,False,False,False,True
1,0,0.46,13,66,False,False,False,True,False
14,0,0.5,168,144,False,False,False,False,False
0,0,0.3,3,59,False,False,False,False,True
2,0,0.28,8,65,False,False,False,False,True
16,0,0.52,137,224,False,False,False,False,True
0,0,0.22,2,26,False,False,False,False,False
10,0,0.8,143,304,False,False,False,True,False
15,0,0.34,39,98,False,False,False,False,False
17,0,0.42,28,101,False,False,False,False,False
16,0,0.24,28,178,False,False,False,False,False
9,0,0.54,54,164,False,False,True,False,False
23,0,0.12,0,6,False,False,False,False,False
1,0,0.1,0,12,False,False,False,False,False
16,0,0.22,31,174,False,False,False,False,False
18,0,0.34,27,215,False,False,False,False,False
20,0,0.36,21,46,False,False,False,False,False
6,0,0.26,1,1,False,False,False,False,False
5,0,0.36,2,11,False,False,True,False,False
16,0,0.5,208,301,False,False,False,False,False
9,0,0.36,68,74,False,False,True,False,False
22,0,0.56,29,88,False,False,True,False,False
11,0,0.42,192,335,False,False,False,False,True
13,0,0.7,153,200,False,False,False,True,False
3,0,0.66,25,26,False,False,False,True,False
11,0,0.56,132,215,False,False,True,False,False
20,0,0.7,68,128,False,False,True,False,False
21,0,0.52,44,129,False,False,False,False,False
15,0,0.86,197,290,False,False,False,True,False
20,0,0.44,54,146,False,False,False,False,True
0,0,0.54,28,123,False,False,False,True,False
19,0,0.24,4,89,False,False,False,False,False
6,0,0.24,7,20,False,False,False,False,True
16,0,0.5,169,190,False,False,False,False,True
7,0,0.52,35,55,False,False,True,False,False
17,0,0.54,268,342,False,False,False,False,True
19,0,0.7,101,214,False,False,False,True,False
7,0,0.32,14,40,False,False,True,False,False
6,0,0.54,11,17,False,False,True,False,False
1,0,0.2,1,23,False,False,False,False,False
13,0,0.68,255,347,False,False,True,False,False
18,0,0.26,13,113,False,False,False,False,False
1,0,0.64,32,84,False,False,True,False,False
15,0,0.22,22,98,False,False,False,False,False
15,0,0.74,128,203,False,False,False,True,False
9,0,0.76,90,203,False,False,False,True,False
23,0,0.34,7,43,False,False,False,False,True
14,0,0.4,92,334,False,False,False,False,True
15,0,0.74,187,187,False,False,True,False,False
2,0,0.76,11,47,False,False,False,True,False
9,0,0.78,61,217,False,False,False,True,False
9,0,0.66,130,140,False,False,True,False,False
5,0,0.56,2,15,False,False,False,True,False
4,0,0.12,0,4,False,False,False,False,False
12,0,0.68,168,220,False,False,True,False,False
9,0,0.74,62,107,False,False,False,True,False
14,0,0.72,256,360,False,False,False,True,False
8,0,0.26,0,29,False,False,False,False,False
17,0,0.9,93,209,False,False,False,True,False
18,0,0.74,254,391,False,False,True,False,False
18,0,0.42,40,201,False,False,False,False,False
16,0,0.26,10,144,False,False,False,False,False
0,0,0.42,19,77,False,False,True,False,False
12,0,0.24,29,75,False,False,False,False,False
13,0,0.7,191,271,False,False,True,False,False
16,0,0.76,183,242,False,False,False,True,False
16,0,0.86,152,343,False,False,False,True,False
16,0,0.72,186,188,False,False,False,True,False
23,0,0.46,9,41,False,False,True,False,False
8,0,0.68,45,73,False,False,False,True,False
0,0,0.52,30,118,False,False,True,False,False
21,0,0.8,42,111,False,False,False,True,False
5,0,0.7,1,4,False,False,False,True,False
2,0,0.52,18,50,False,False,True,False,False
19,0,0.26,15,139,False,False,False,False,True
14,0,0.3,10,141,False,False,False,False,False
4,0,0.12,0,4,False,False,False,False,False
18,0,0.34,17,199,False,False,False,False,False
13,0,0.42,90,169,False,False,False,False,False
17,0,0.38,27,226,False,False,False,False,False
2,0,0.64,21,68,False,False,True,False,False
18,0,0.24,12,151,False,False,False,False,True
12,0,0.46,74,120,False,False,False,False,False
5,0,0.38,1,23,False,False,False,False,True
12,0,0.76,266,388,False,False,False,True,False
20,0,0.8,70,205,False,False,False,True,False
10,0,0.28,11,21,False,False,False,False,False
18,0,0.8,222,196,False,False,False,True,False
18,0,0.38,69,110,False,False,True,False,False
2,0,0.22,1,27,False,False,False,False,True
19,0,0.82,115,260,False,False,True,False,False
19,0,0.8,148,247,False,False,True,False,False
5,0,0.12,1,5,False,False,False,False,False
22,0,0.7,63,151,False,False,True,False,False
14,0,0.4,125,303,False,False,False,False,True
4,0,0.44,9,9,False,False,False,False,True
21,0,0.84,222,362,False,False,False,True,False
2,0,0.38,3,53,False,False,True,False,False
12,0,0.76,187,276,False,False,False,True,False
16,0,0.3,23,124,False,False,False,False,False
3,0,0.02,1,4,False,False,False,False,False
22,0,0.38,2,36,False,False,False,False,False
8,0,0.38,9,36,False,False,False,False,False
4,0,0.56,0,9,False,False,True,False,False
4,0,0.78,1,5,False,False,False,True,False
8,0,0.3,34,115,False,False,False,False,True
4,0,0.46,1,6,False,False,False,False,True
7,0,0.52,35,55,False,False,True,False,False
23,0,0.68,61,107,False,False,False,True,False
20,0,0.76,101,167,False,False,False,True,False
22,0,0.66,90,171,False,False,False,True,False
12,0,0.18,42,192,False,False,False,False,False
23,0,0.6,49,134,False,False,True,False,False
3,0,0.66,9,33,False,False,False,True,False
22,0,0.42,30,88,False,False,False,False,True
8,0,0.56,24,95,False,False,True,False,False
19,0,0.58,155,262,False,False,False,False,False
16,0,0.8,151,222,False,False,False,True,False
11,0,0.52,191,356,False,False,False,False,True
16,0,0.74,165,335,False,False,False,True,False
3,0,0.54,14,32,False,False,False,True,False
7,0,0.22,4,36,False,False,False,False,False
8,0,0.7,33,197,False,False,False,True,False
1,0,0.62,15,80,False,False,True,False,False
11,0,0.62,260,348,False,False,True,False,False
14,0,0.7,278,331,False,False,True,False,False
23,0,0.3,4,21,False,False,False,False,False
17,0,0.72,152,228,False,False,False,True,False
10,0,0.8,103,168,False,False,False,True,False
0,0,0.68,40,147,False,False,False,True,False
18,0,0.52,133,256,False,False,False,False,False
12,0,0.64,275,360,False,False,True,False,False
15,0,0.32,23,184,False,False,False,False,True
11,0,0.84,111,206,False,False,False,True,False
5,0,0.78,1,5,False,False,False,True,False
13,0,0.8,94,216,False,False,False,True,False
5,0,0.5,1,5,False,False,True,False,False
10,0,0.8,103,168,False,False,False,True,False
9,0,0.28,25,76,False,False,False,False,False
18,0,0.46,174,299,False,False,False,False,True
17,0,0.34,60,86,False,False,False,False,False
21,0,0.72,59,164,False,False,False,True,False
18,0,0.82,132,246,False,False,False,True,False
20,0,0.74,75,228,False,False,False,True,False
14,0,0.62,352,338,False,False,False,False,False
3,0,0.58,4,27,False,False,False,False,True
15,0,0.36,68,242,False,False,False,False,False
13,0,0.26,23,95,False,False,False,False,False
8,0,0.22,15,96,False,False,False,False,False
19,0,0.7,97,167,False,False,True,False,False
3,0,0.46,7,21,False,False,False,True,False
23,0,0.24,7,84,False,False,False,False,False
23,0,0.2,6,63,False,False,False,False,True
10,0,0.7,168,298,False,False,True,False,False
9,0,0.56,91,183,False,False,True,False,False
2,0,0.28,3,48,False,False,False,False,False
16,0,0.56,94,229,False,False,False,False,True
12,0,0.38,150,354,False,False,False,False,True
20,0,0.22,10,62,False,False,False,False,True
8,0,0.62,33,118,False,False,False,True,False
20,0,0.52,44,97,False,False,True,False,False
13,0,0.72,146,219,False,False,False,False,True
22,0,0.72,65,116,False,False,False,True,False
8,0,0.48,18,126,False,False,False,False,True
16,0,0.28,43,127,False,False,False,False,True
6,0,0.42,5,26,False,False,False,False,True
19,0,0.76,128,178,False,False,False,True,False
5,0,0.24,2,5,False,False,False,False,False
16,0,0.7,144,320,False,False,False,False,True
17,0,0.22,15,131,False,False,False,False,False
21,0,0.82,39,115,False,False,False,True,False
0,0,0.38,14,77,False,False,False,False,False
15,0,0.8,175,215,False,False,False,True,False
15,0,0.74,295,288,False,False,True,False,False
19,0,0.3,16,49,False,False,False,False,False
3,0,0.16,2,17,False,False,False,False,True
23,0,0.46,32,86,False,False,True,False,False
19,0,0.36,24,203,False,False,False,False,True
22,0,0.24,6,39,False,False,False,False,False
23,0,0.12,0,6,False,False,False,False,False
16,0,0.28,43,127,False,False,False,False,True
11,0,0.74,167,282,False,False,False,True,False
13,0,0.72,237,181,False,False,True,False,False
20,0,0.66,62,144,False,False,True,False,False
23,0,0.26,5,59,False,False,False,False,False
14,0,0.76,213,366,False,False,False,True,False
7,0,0.22,4,36,False,False,False,False,False
10,0,0.72,99,203,False,False,False,True,False
23,0,0.38,27,81,False,False,False,False,True
23,0,0.76,63,114,False,False,False,True,False
7,0,0.28,3,39,False,False,False,False,True
12,0,0.3,49,256,False,False,False,False,False
17,0,0.62,208,230,False,False,False,False,True
18,0,0.26,8,57,False,False,False,False,False
17,0,0.36,53,130,False,False,False,False,False
0,0,0.38,14,77,False,False,False,False,False
0,0,0.62,42,68,False,False,False,True,False
1,0,0.58,18,106,False,False,False,True,False
13,0,0.6,171,223,False,False,False,False,True
11,0,0.76,183,326,False,False,False,True,False
11,0,0.42,52,90,False,False,False,False,True
0,0,0.24,2,4,False,False,False,False,False
12,0,0.8,227,329,False,False,False,True,False
1,0,0.66,20,75,False,False,False,True,False
0,0,0.3,1,68,False,False,False,False,False
2,0,0.7,10,50,False,False,True,False,False
8,0,0.3,12,54,False,False,False,False,False
16,0,0.92,85,228,False,False,False,True,False
21,0,0.34,31,135,False,False,False,False,True
1,0,0.26,4,28,False,False,True,False,False
4,0,0.54,2,16,False,False,True,False,False
9,0,0.38,18,72,False,False,False,False,False
1,0,0.64,29,102,False,False,False,True,False
4,0,0.24,1,6,False,False,False,False,True
20,0,0.3,13,98,False,False,False,False,False
8,0,0.64,25,69,False,False,False,True,False
14,0,0.46,240,109,False,False,True,False,False
21,0,0.72,59,164,False,False,False,True,False
18,0,0.8,87,589,False,False,True,False,False
17,0,0.5,183,318,False,False,False,False,True
11,0,0.7,171,178,False,False,True,False,False
17,0,0.74,180,161,False,False,True,False,False
15,0,0.82,224,184,False,False,False,True,False
10,0,0.42,104,185,False,False,False,False,True
10,0,0.26,24,159,False,False,False,False,False
8,0,0.26,14,87,False,False,False,False,True
10,0,0.88,96,308,False,False,False,True,False
17,0,0.8,186,319,False,False,False,True,False
23,0,0.4,12,40,False,False,False,False,False
17,0,0.8,133,236,False,False,False,True,False
15,0,0.74,168,281,False,False,False,True,False
22,0,0.58,64,125,False,False,False,True,False
22,0,0.72,57,100,False,False,False,True,False
10,0,0.9,85,234,False,False,False,True,False
7,0,0.08,1,5,False,False,False,False,False
12,0,0.88,143,328,False,False,False,True,False
20,0,0.06,1,44,False,False,False,False,False
8,0,0.58,42,155,False,False,True,False,False
1,0,0.58,8,47,False,False,True,False,False
7,0,0.62,22,30,False,False,True,False,False
8,0,0.2,9,82,False,False,False,False,False
12,0,0.74,88,218,False,False,False,True,False
14,0,0.86,79,204,False,False,False,True,False
9,0,0.22,13,145,False,False,False,False,False
7,0,0.74,13,37,False,False,False,True,False
22,0,0.46,13,53,False,False,False,False,False
1,0,0.62,21,92,False,False,False,True,False
23,0,0.26,6,77,False,False,False,False,False
10,0,0.42,91,120,False,False,True,False,False
12,0,0.32,41,217,False,False,False,False,False
20,0,0.4,22,64,False,False,False,False,False
19,0,0.54,170,243,False,False,True,False,False
23,0,0.84,34,114,False,False,False,True,False
2,0,0.56,13,62,False,False,False,False,True
16,0,0.64,275,369,False,False,True,False,False
10,0,0.26,20,89,False,False,False,False,False
14,0,0.6,266,400,False,False,False,False,True
3,0,0.34,6,17,False,False,False,False,False
21,0,0.26,10,39,False,False,False,False,False
14,0,0.78,238,371,False,False,False,True,False
17,0,0.52,153,338,False,False,False,False,True
14,0,0.36,108,104,False,False,False,False,False
3,0,0.26,2,19,False,False,False,False,True
2,0,0.32,2,42,False,False,False,False,True
6,0,0.26,0,14,False,False,False,False,False
0,0,0.56,37,154,False,False,False,False,True
12,0,0.52,94,197,False,False,True,False,False
8,0,0.4,21,70,False,False,True,False,False
11,0,0.46,119,185,False,False,True,False,False
21,0,0.72,104,103,False,False,False,True,False
23,0,0.16,5,71,False,False,False,False,False
23,0,0.48,9,56,False,False,True,False,False
19,0,0.46,34,191,False,False,False,False,False
13,0,0.5,355,288,False,False,True,False,False
10,0,0.22,26,67,False,False,False,False,False
19,0,0.28,2,39,False,False,False,False,False
11,0,0.5,83,157,False,False,False,False,True
18,0,0.82,193,190,False,False,False,True,False
20,0,0.64,40,171,False,False,False,True,False
18,0,0.72,108,199,False,False,False,True,False
19,0,0.34,25,159,False,False,False,False,False
14,0,0.76,213,366,False,False,False,True,False
0,0,0.64,30,85,False,False,False,True,False
16,0,0.42,139,368,False,False,False,False,True
4,0,0.46,1,6,False,False,True,False,False
3,0,0.64,7,23,False,False,False,True,False
14,0,0.16,9,102,False,False,False,False,False
20,0,0.12,0,28,False,False,False,False,False
15,0,0.6,148,230,False,False,True,False,False
0,0,0.34,14,110,False,False,False,False,True
22,0,0.78,23,75,False,False,False,True,False
19,0,0.56,75,135,False,False,True,False,False
4,0,0.5,1,12,False,False,True,False,False
17,0,0.66,142,189,False,False,True,False,False
14,0,0.6,325,425,False,False,False,False,True
3,0,0.5,10,23,False,False,True,False,False
14,0,0.64,125,252,False,False,False,True,False
13,0,0.88,208,315,False,False,False,True,False
15,0,0.42,229,270,False,False,False,False,False
3,0,0.24,0,21,False,False,False,False,False
0,0,0.54,31,100,False,False,True,False,False
17,0,0.9,93,209,False,False,False,True,False
13,0,0.4,148,207,False,False,False,False,True
13,0,0.6,169,269,False,False,False,False,True
20,0,0.66,79,154,False,False,False,True,False
23,0,0.3,8,28,False,False,False,False,True
4,0,0.68,1,5,False,False,False,True,False
5,0,0.6,2,7,False,False,False,True,False
22,0,0.62,59,180,False,False,False,True,False
0,0,0.68,19,140,False,False,False,True,False
6,0,0.64,6,19,False,False,False,True,False
15,0,0.54,50,112,False,False,True,False,False
14,0,0.64,183,254,False,False,True,False,False
12,0,0.38,78,273,False,False,False,False,False
18,0,0.32,21,54,False,False,False,False,False
20,0,0.7,53,140,False,False,False,True,False
0,0,0.44,35,119,False,False,False,False,True
22,0,0.64,31,97,False,False,True,False,False
9,0,0.46,77,192,False,False,False,False,True
8,0,0.3,19,100,False,False,False,False,True
9,0,0.74,60,155,False,False,False,True,False
10,0,0.56,107,158,False,False,False,False,True
3,0,0.3,0,8,False,False,False,False,True
2,0,0.58,12,55,False,False,True,False,False
19,0,0.8,148,247,False,False,True,False,False
21,0,0.24,1,49,False,False,False,False,True
14,0,0.6,325,425,False,False,False,False,True
14,0,0.46,102,94,False,False,False,False,False
6,0,0.5,10,21,False,False,True,False,False
15,0,0.48,149,155,False,False,False,False,False
19,0,0.14,4,26,False,False,False,False,False
16,0,0.36,28,69,False,False,False,False,False
16,0,0.64,275,369,False,False,True,False,False
12,0,0.62,250,418,False,False,True,False,False
4,0,0.66,6,5,False,False,False,True,False
0,0,0.68,15,69,False,False,False,True,False
12,0,0.88,143,328,False,False,False,True,False
15,0,0.82,129,195,False,False,False,True,False
8,0,0.28,4,80,False,False,False,False,True
16,0,0.88,206,192,False,False,False,True,False
17,0,0.44,66,43,False,False,False,False,True
17,0,0.58,177,264,False,False,False,False,True
16,0,0.74,177,278,False,False,False,True,False
15,0,0.32,15,82,False,False,False,False,False
1,0,0.66,20,75,False,False,False,True,False
12,0,0.52,45,155,False,False,True,False,False
16,0,0.36,59,88,False,False,False,False,False
11,0,0.54,204,408,False,False,False,False,True
17,0,0.56,66,530,False,False,False,False,True
11,0,0.3,56,218,False,False,False,False,False
18,0,0.22,9,59,False,False,False,False,False
20,0,0.68,118,197,False,False,True,False,False
7,0,0.8,19,33,False,False,False,True,False
23,0,0.54,10,44,False,False,False,True,False
15,0,0.82,224,184,False,False,False,True,False
22,0,0.64,49,126,False,False,False,True,False
0,0,0.64,18,98,False,False,True,False,False
18,0,0.26,8,57,False,False,False,False,False
5,0,0.42,1,7,False,False,False,False,True
15,0,0.3,59,139,False,False,False,False,True
10,0,0.14,7,51,False,False,False,False,False
17,0,0.8,186,319,False,False,False,True,False
1,0,0.32,5,57,False,False,False,False,True
13,0,0.76,221,276,False,False,False,True,False
21,0,0.68,107,122,False,False,True,False,False
5,0,0.66,7,10,False,False,False,True,False
12,0,0.88,143,328,False,False,False,True,False
9,0,0.22,11,76,False,False,False,False,False
11,0,0.34,48,206,False,False,False,False,True
10,0,0.16,14,135,False,False,False,False,False
18,0,0.36,67,230,False,False,False,False,False
11,0,0.52,207,357,False,False,True,False,False
16,0,0.38,111,85,False,False,True,False,False
15,0,0.72,187,201,False,False,False,True,False
3,0,0.6,6,20,False,False,False,True,False
11,0,0.76,218,351,False,False,True,False,False
5,0,0.66,5,14,False,False,False,True,False
4,0,0.56,0,9,False,False,True,False,False
18,0,0.36,67,230,False,False,False,False,False
20,0,0.6,89,241,False,False,False,True,False
20,0,0.52,60,192,False,False,False,False,True
6,0,0.2,1,4,False,False,False,False,False
15,0,0.66,262,234,False,False,False,False,True
6,0,0.24,5,11,False,False,False,False,True
10,0,0.76,141,241,False,False,False,True,False
15,0,0.9,113,189,False,False,False,True,False
6,0,0.5,4,21,False,False,True,False,False
22,0,0.62,20,94,False,False,False,True,False
8,0,0.64,38,103,False,False,True,False,False
11,0,0.78,101,189,False,False,False,True,False
4,0,0.24,7,15,False,False,False,False,False
9,0,0.54,54,164,False,False,True,False,False
17,0,0.34,24,97,False,False,False,False,False
1,0,0.48,4,30,False,False,False,False,True
11,0,0.28,43,184,False,False,False,False,False
18,0,0.7,123,169,False,False,False,True,False
22,0,0.68,37,97,False,False,True,False,False
18,0,0.3,8,85,False,False,False,False,False
19,0,0.56,128,247,False,False,True,False,False
2,0,0.32,1,10,False,False,False,False,True
7,0,0.64,7,27,False,False,True,False,False
14,0,0.86,79,204,False,False,False,True,False
15,0,0.8,246,316,False,False,False,True,False
3,0,0.36,7,21,False,False,True,False,False
0,0,0.8,42,77,False,False,False,True,False
0,0,0.68,15,69,False,False,False,True,False
4,0,0.56,0,4,False,False,True,False,False
2,0,0.4,8,10,False,False,True,False,False
5,0,0.5,1,11,False,False,True,False,False
7,0,0.24,8,33,False,False,False,False,False
15,0,0.16,13,64,False,False,False,False,False
18,0,0.38,58,98,False,False,False,False,False
0,0,0.36,24,64,False,False,False,False,True
4,0,0.62,0,2,False,False,True,False,False
3,0,0.2,3,5,False,False,False,False,False
11,0,0.76,173,405,False,False,False,True,False
0,0,0.7,18,71,False,False,True,False,False
23,0,0.58,26,82,False,False,True,False,False
21,0,0.18,6,22,False,False,False,False,False
22,0,0.62,91,189,False,False,True,False,False
13,0,0.32,58,267,False,False,False,False,False
15,0,0.28,37,101,False,False,False,False,False
18,0,0.82,132,246,False,False,False,True,False
17,0,0.28,15,53,False,False,False,False,False
0,0,0.6,21,107,False,False,False,True,False
20,0,0.34,15,37,False,False,False,False,True
17,0,0.82,214,316,False,False,False,True,False
20,0,0.64,86,205,False,False,True,False,False
14,0,0.96,77,235,False,False,False,True,False
13,0,0.94,118,219,False,False,False,True,False
16,0,0.32,58,183,False,False,False,False,True
21,0,0.74,65,162,False,False,False,True,False
7,0,0.38,12,25,False,False,True,False,False
16,0,0.38,75,230,False,False,False,False,True
1,0,0.42,16,96,False,False,False,False,True
8,0,0.38,26,81,False,False,True,False,False
16,0,0.54,161,182,False,False,True,False,False
14,0,0.86,186,308,False,False,False,True,False
11,0,0.56,156,338,False,False,False,False,True
8,0,0.22,4,68,False,False,False,False,False
15,0,0.6,271,456,False,False,False,False,True
7,0,0.24,8,70,False,False,False,False,True
18,0,0.7,153,343,False,False,True,False,False
16,0,0.64,194,402,False,False,False,True,False
10,0,0.8,111,253,False,False,False,True,False
6,0,0.44,5,11,False,False,False,False,True
1,0,0.54,35,82,False,False,False,True,False
5,0,0.32,0,7,False,False,False,False,True
8,0,0.38,24,134,False,False,True,False,False
18,0,0.46,70,176,False,False,False,False,False
3,0,0.22,1,7,False,False,False,False,False
11,0,0.76,167,349,False,False,False,True,False
19,0,0.28,1,20,False,False,False,False,False
16,0,0.68,72,201,False,False,True,False,False
14,0,0.42,159,227,False,False,False,False,True
16,0,0.54,325,366,False,False,False,False,True
6,0,0.56,6,35,False,False,False,True,False
19,0,0.2,12,90,False,False,False,False,False
23,0,0.36,6,53,False,False,False,False,True
3,0,0.22,9,9,False,False,False,False,False
19,0,0.74,164,242,False,False,False,True,False
14,0,0.34,30,90,False,False,False,False,False
8,0,0.66,27,106,False,False,False,True,False
3,0,0.22,1,7,False,False,False,False,False
9,0,0.44,60,337,False,False,False,False,True
8,0,0.64,59,122,False,False,True,False,False
10,0,0.74,100,322,False,False,False,True,False
18,0,0.38,10,161,False,False,False,False,True
1,0,0.64,29,102,False,False,False,True,False
2,0,0.3,3,19,False,False,False,False,True
18,0,0.36,31,206,False,False,False,False,True
7,0,0.12,2,9,False,False,False,False,False
19,0,0.72,94,217,False,False,True,False,False
6,0,0.32,0,4,False,False,False,False,False
10,0,0.26,47,176,False,False,False,False,False
20,0,0.66,62,144,False,False,True,False,False
21,0,0.54,44,107,False,False,True,False,False
16,0,0.82,236,216,False,False,False,True,False
11,0,0.76,147,244,False,False,False,True,False
17,0,0.7,191,287,False,False,True,False,False
2,0,0.26,3,38,False,False,False,False,False
7,0,0.36,8,49,False,False,False,False,True
15,0,0.64,215,342,False,False,False,True,False
1,0,0.36,15,78,False,False,False,False,False
13,0,0.5,174,127,False,False,False,False,False
9,0,0.72,47,139,False,False,False,True,False
0,0,0.46,28,80,False,False,False,True,False
12,0,0.84,111,230,False,False,False,True,False
20,0,0.84,52,143,False,False,False,True,False
19,0,0.38,15,158,False,False,False,False,True
18,0,0.38,69,110,False,False,True,False,False
4,0,0.76,5,4,False,False,False,True,False
11,0,0.34,66,327,False,False,False,False,True
16,0,0.84,173,335,False,False,True,False,False
13,0,0.7,244,363,False,False,True,False,False
4,0,0.6,3,8,False,False,False,True,False
22,0,0.56,18,109,False,False,False,True,False
6,0,0.62,4,19,False,False,False,True,False
7,0,0.7,27,38,False,False,False,True,False
9,0,0.36,68,74,False,False,True,False,False
4,0,0.3,0,2,False,False,False,False,False
17,0,0.34,30,67,False,False,False,False,False
0,0,0.52,31,111,False,False,True,False,False
15,0,0.74,128,203,False,False,False,True,False
15,0,0.72,187,201,False,False,False,True,False
20,0,0.34,9,117,False,False,False,False,False
10,0,0.56,132,279,False,False,True,False,False
4,0,0.64,7,4,False,False,False,True,False
23,0,0.32,15,133,False,False,False,False,True
14,0,0.72,232,415,False,False,False,True,False
2,0,0.24,1,20,False,False,True,False,False
7,0,0.42,27,46,False,False,False,False,True
0,0,0.3,8,31,False,False,True,False,False
5,0,0.54,4,13,False,False,True,False,False
15,0,0.4,89,241,False,False,False,False,False
4,0,0.26,0,8,False,False,False,False,False
19,0,0.34,45,208,False,False,False,False,True
4,0,0.42,3,7,False,False,False,False,True
16,0,0.38,111,85,False,False,True,False,False
5,0,0.66,1,3,False,False,False,True,False
0,0,0.26,6,33,False,False,False,False,False
15,0,0.42,88,202,False,False,False,False,True
23,0,0.3,0,26,False,False,False,False,False
14,0,0.38,73,80,False,False,False,False,False
1,0,0.32,2,22,False,False,False,False,False
16,0,0.46,84,263,False,False,False,False,True
23,0,0.12,0,6,False,False,False,False,False
21,0,0.42,42,124,False,False,False,False,True
21,0,0.64,59,202,False,False,False,True,False
15,0,0.78,290,245,False,False,True,False,False
1,0,0.46,13,66,False,False,False,True,False
19,0,0.72,180,342,False,False,False,True,False
11,0,0.32,26,86,False,False,False,False,False
8,0,0.52,33,162,False,False,True,False,False
15,0,0.84,142,219,False,False,False,True,False
20,0,0.5,61,198,False,False,False,False,True
16,0,0.9,109,264,False,False,False,True,False
0,0,0.26,3,14,False,False,False,False,False
22,0,0.7,86,118,False,False,True,False,False
11,0,0.32,9,62,False,False,False,False,False
14,0,0.72,187,269,False,False,True,False,False
5,0,0.5,1,5,False,False,True,False,False
1,0,0.28,3,7,False,False,False,False,False
1,0,0.22,2,2,False,False,False,False,False
17,0,0.84,179,170,False,False,False,True,False
12,0,0.38,85,229,False,False,False,False,True
10,0,0.32,21,78,False,False,False,False,False
23,0,0.24,7,84,False,False,False,False,False
13,0,0.66,154,213,False,False,True,False,False
8,0,0.22,10,92,False,False,False,False,False
6,0,0.32,1,18,False,False,True,False,False
1,0,0.44,14,50,False,False,True,False,False
10,0,0.7,166,314,False,False,False,True,False
2,0,0.64,9,43,False,False,False,True,False
23,0,0.66,57,88,False,False,False,True,False
16,0,0.82,223,278,False,False,True,False,False
21,0,0.36,7,19,False,False,False,False,True
11,0,0.74,122,209,False,False,False,True,False
20,0,0.66,79,154,False,False,False,True,False
21,0,0.66,90,248,False,False,False,True,False
2,0,0.58,18,75,False,False,False,True,False
15,0,0.84,159,316,False,False,True,False,False
18,0,0.52,165,356,False,False,False,False,True
10,0,0.62,122,201,False,False,True,False,False
6,0,0.14,1,2,False,False,False,False,False
10,0,0.36,57,84,False,False,False,False,True
23,0,0.42,18,31,False,False,False,False,True
17,0,0.54,347,384,False,False,False,False,True
6,0,0.5,6,22,False,False,True,False,False
10,0,0.7,120,214,False,False,False,True,False
8,0,0.66,62,93,False,False,True,False,False
9,0,0.24,15,53,False,False,False,False,False
2,0,0.68,28,68,False,False,False,True,False
